id,station_type,station.tele_station_name.th
1248018067,tele_waterlevel,ห้วยยัง
1248000093,tele_waterlevel,สะพานวัดจันทนาราม
1248005287,tele_waterlevel,บ้านโคกหม้อ
1248017720,tele_waterlevel,พยุหะคีรี
1248017457,tele_waterlevel,ลำน้ำกวงสะพานศรีดอนชัย
1248011326,tele_waterlevel,สะพานเสรีประชาธิปไตย
1248017901,tele_waterlevel,ปตร.บ้านนาคู่-เหนือน้ำ
1248017693,tele_waterlevel,คลองระพีพัฒน์แยกตก
1248017682,tele_waterlevel,คลองหกวา ลำลูกกา คลอง8
1248017685,tele_waterlevel,คลองพระพิมล (ไทรน้อย)
1248017898,tele_waterlevel,ปตร. ห้วยแคน-เหนือน้ำ
1248017699,tele_waterlevel,เขื่องใน
1248011310,tele_waterlevel,บ้านโนนค่า
1248018088,tele_waterlevel,เมืองสุพรรณบุรี
1248017970,tele_waterlevel,ท้ายกว๊านพะเยา
1248017953,tele_waterlevel,สะพานแม่น้ำทา
1248016550,tele_waterlevel,แม่น้ำมูล วัดปากโดม
1247790331,tele_waterlevel,นายายอาม
1248017905,tele_waterlevel,สะพานน้ำก่ำ บ้านหนองแคน
1248017791,tele_waterlevel,สุวรรณคูหา
1248017733,tele_waterlevel,คลองพระยาบรรลือ
1248018097,tele_waterlevel,คลองนางน้อย
1248017938,tele_waterlevel,ท่าเรือ
1248000076,tele_waterlevel,อ.ศรีมหาโพธิ์
1248017507,tele_waterlevel,สะพานน้ำแม่แตง
1248017706,tele_waterlevel,แม่อาย
1248017526,tele_waterlevel,สะพานคลองท่าสะแก
1248017788,tele_waterlevel,นาทวี
1248016072,tele_waterlevel,ลำพะเนียง อ.เมือง
1248008591,tele_waterlevel,อ.น้ำปาด (N.33)
1248017781,tele_waterlevel,สะพานคลองส่งน้ำชลประทาน บ้านตลาดใหม่
1248017736,tele_waterlevel,คลองผันน้ำยม-น่าน3
1248017784,tele_waterlevel,สะพานคลองส่งน้ำชลประทาน บ้านสร่างโศก
1247999038,tele_waterlevel,บ้านเด่นสำโรง
1248018032,tele_waterlevel,เมืองสระแก้ว
1248017800,tele_waterlevel,สะพานข้ามลำน้ำเชิญ (มิตรผลหนองเรือ)
1248018100,tele_waterlevel,ตาพระยา
1248005291,tele_waterlevel,บ้านท่างิ้ว
1248017876,tele_waterlevel,ชุมแสง
1248017924,tele_waterlevel,สะพานสวนเฉลิมพระเกียรติ 72 พรรษามหาราชินี
1248018115,tele_waterlevel,สะพานนครป่าหมากร่วมใจ
1248017525,tele_waterlevel,สะพานพระร่วงข้ามน้ำแควน้อย
1248018117,tele_waterlevel,ชุมชนลีเล็ด
1248008588,tele_waterlevel,บ้านหาดสองแคว (N.60)
1248017486,tele_waterlevel,สะพานห้วยแม่สาว
1248005285,tele_waterlevel,บ้านศาลเจ้าไก่ต่อ
1248005277,tele_waterlevel,บ้านบางแก้ว
1248012677,tele_waterlevel,ปตร. คลองลัดบางยอ 1
1248018143,tele_waterlevel,กงไกรลาศ
1248005284,tele_waterlevel,บ้านหาดทนง
1248011308,tele_waterlevel,บ้านสัมฤทธิ์
1248014586,tele_waterlevel,สะพานเทศบาล 2
1248017674,tele_waterlevel,คลองลาดพร้าว ท้ายปตร.คลอง2
1248018075,tele_waterlevel,ปตร.ลาดชะโด (ทุ่งผักไห่)
1248005275,tele_waterlevel,ค่ายจิรประวัติ
1248005295,tele_waterlevel,ท้ายเขื่อนพระรามหก
1248017865,tele_waterlevel,ประโคนชัย
1247999051,tele_waterlevel,ต.ในเมือง
1248014587,tele_waterlevel,บ้านคลองหวะ
1247999027,tele_waterlevel,บ้านกง
1247999031,tele_waterlevel,สะพานสุพรรณกัลยา 
1248018047,tele_waterlevel,บางกล่ำ
1248018112,tele_waterlevel,คลองประณีต บ.ตลุง
1248018048,tele_waterlevel,เมืองสตูล
1247991275,tele_waterlevel,สะพานนวรัฐ
1247999035,tele_waterlevel,ท้ายเขื่อนนเรศวร
1248014606,tele_waterlevel,บ้านม่วงก็อง
1247991277,tele_waterlevel,บ้านแม่แต
1247928863,tele_waterlevel,บ้านเกาะคา
1248017735,tele_waterlevel,คลองผันน้ำยม-น่าน2
1248011314,tele_waterlevel,บ้านบัว
1247911196,tele_waterlevel,บ้านโนนตูม
1248017678,tele_waterlevel,คลองภาษีเจริญ เพชรเกษม69
1247993391,tele_waterlevel,บ้านสาระเห็ด
1248014584,tele_waterlevel,บ้านตลาดเก่า
1247911178,tele_waterlevel,บ้านท่าสะแบง
1248017710,tele_waterlevel,เมืองจันทบุรี
1247993376,tele_waterlevel,บ้านปากแซง
1248018038,tele_waterlevel,คลองกลาง
1247993397,tele_waterlevel,เขาลูกช้าง
1248017785,tele_waterlevel,สะพานแมน้ำปาสัก บ้านนาโฉง
1248005274,tele_waterlevel,สถานีแพดับเพลิง
1248017880,tele_waterlevel,เมืองพิษณุโลก
1248000078,tele_waterlevel,บ้านสระขวัญ
1248017683,tele_waterlevel,ปากคลองพระองค์เจ้าฯ (บางน้ำเปรี้ยว)
1247911182,tele_waterlevel,บ้านม่วงลาด
1247999020,tele_waterlevel,หน้าวัดศรีภิรมย์
1248017459,tele_waterlevel,คลองสรอย วัดแม่ขมวก
1248017881,tele_waterlevel,วังทอง
1248018061,tele_waterlevel,สะพานข้ามลำปะเทีย
1247998336,tele_waterlevel,บ้านมาง
1248011316,tele_waterlevel,บ้านสีถาน
1248018104,tele_waterlevel,ท่าขนอม
1248017726,tele_waterlevel,เมืองอ่างทอง
1248016555,tele_waterlevel,แม่น้ำมูล เมืองอุบลราชธานี (M.7)
1248014607,tele_waterlevel,บ้านเสาธง
1247999043,tele_waterlevel,ต.ในเมือง
1248017860,tele_waterlevel,ชุมพวง
1248017721,tele_waterlevel,ปตร.มโนรมย์
1248005276,tele_waterlevel,บ้านบางพุทรา
1248011311,tele_waterlevel,บ้านโคกกรวด
1248017478,tele_waterlevel,บ้านคลองใส หมู่ที่ 8
1248018076,tele_waterlevel,ปตร.ลาดชิด (ทุ่งผักไห่)
1248017889,tele_waterlevel,ท่าศาลา
1248011309,tele_waterlevel,บ้านเขื่องใน
1248014604,tele_waterlevel,บ้านท่านา
1248017936,tele_waterlevel,เมืองเพชรบูรณ์
1248018039,tele_waterlevel,สะพานนาทม
1248017456,tele_waterlevel,สะพานลำน้ำยาม
1247911097,tele_waterlevel,ลำน้ำก่ำ
1248005278,tele_waterlevel,ท้ายเขื่อนเจ้าพระยา
1248017904,tele_waterlevel,ปตร. บ้านนาขาม-ท้ายน้ำ
1248005286,tele_waterlevel,บ้านปางมะค่า
1248017692,tele_waterlevel,คลองขนาน
1248017892,tele_waterlevel,สะพานท่าน้ำ
1247993389,tele_waterlevel,บ้านสองพี่น้อง
1248017859,tele_waterlevel,เฉลิมพระเกียรติ
1248000096,tele_waterlevel,บ้านค่าย
1248011324,tele_waterlevel,บ้านโพธิ์ตาก
1248017701,tele_waterlevel,ยางตลาด
1247999034,tele_waterlevel,บ้านวังนกแอ่น
1248017635,tele_waterlevel,สะพานลำน้ำเลย
1248018069,tele_waterlevel,บ้านโพธิ์ชัยทอง
1248017957,tele_waterlevel,น้ำก้อ
1248004555,tele_waterlevel,บ้านแม่หล่าย
1247942614,tele_waterlevel,บ้านหลวงเหนือ
1248011337,tele_waterlevel,บ้านดอนยาง
1248017634,tele_waterlevel,อโศก
1248017698,tele_waterlevel,เมืองขอนแก่น
1247999042,tele_waterlevel,บ้านท่าแค
1248011333,tele_waterlevel,บ้านท่าเยี่ยม
1248017454,tele_waterlevel,สะพานน้ำมวบ (บ้านภูแยง)
1248018096,tele_waterlevel,เมืองตรัง
1248000087,tele_waterlevel,บ้านปึก
1248018150,tele_waterlevel,น้ำแม่งาว
1248017713,tele_waterlevel,เทิง
1248017511,tele_waterlevel,สะพานน้ำแม่ต๋ำ
1248017874,tele_waterlevel,บางกระทุ่ม
1248017505,tele_waterlevel,สะพานน้ำแม่แจ่ม
1248018058,tele_waterlevel,ฝ่ายส่งน้ำและบำรุงรักษาที่ 2
1247998331,tele_waterlevel,บ้านหล่ายแก้ว
1247897467,tele_waterlevel,บ้านโนนสมบูรณ์
1247998344,tele_waterlevel,บ้านสบแปะ
1247928880,tele_waterlevel,บ้านวังพร้าว
1248017527,tele_waterlevel,สะพานน้ำเข็ก
1248017738,tele_waterlevel,ท่อทองแดง1
1248011329,tele_waterlevel,ศูนย์วิจัยและพัฒนาประมงน้ำจืดสุรินทร์
1248004585,tele_waterlevel,บ้านหัวสะพาน
1248017921,tele_waterlevel,สะพานข้ามคลองเทพา
1248017954,tele_waterlevel,แม่น้ำทา
1248017540,tele_waterlevel,บ้านโจตาดา
1248017714,tele_waterlevel,แม่จัน
1247998341,tele_waterlevel,บ้านริมใต้
1247999055,tele_waterlevel,บ้านท่าสะแก
1248017723,tele_waterlevel,สรรพยา
1248008920,tele_waterlevel,ลำน้ำพอง โรงเรียนลำน้ำพอง
1248017639,tele_waterlevel,สะพานบังอี่
1247998349,tele_waterlevel,บ้านสบวิน
1248017872,tele_waterlevel,เมืองน่าน
1247999023,tele_waterlevel,บ้านสามเรือน
1248017980,tele_waterlevel,หนองบัว
1248017725,tele_waterlevel,พรหมบุรี
1248017711,tele_waterlevel,แก่งหางแมว
1247999047,tele_waterlevel,ต.ธานี
1247999045,tele_waterlevel,บ้านแสนตอ
1248000077,tele_waterlevel,บ้านเขาฉกรรจ์
1248017966,tele_waterlevel, สะพานข้ามคลองโคน
1248007838,tele_waterlevel,แม่น้ำปิงที่ อ.เมืองก้าแพงเพชร (P.7A) 
1248011330,tele_waterlevel,บ้านด่านกะตา
1248017963,tele_waterlevel,ศรีมหาโพธิ (KGT6)
1247993373,tele_waterlevel,บ้านวังเย็น
1247993374,tele_waterlevel,บ้านยางสูง
1248011334,tele_waterlevel,บ้านป่าก่อ
1248017724,tele_waterlevel,อินทร์บุรี
1248018109,tele_waterlevel,ห้วยแร้ง
1248008919,tele_waterlevel,ลำน้ำพอง (เหนือฝายหนองหวาย)
1248000081,tele_waterlevel,บ้านแก่งดินสอ
1247993368,tele_waterlevel,บ้านลุ่มสุ่ม
1248000091,tele_waterlevel,บ้านเขาโบสถ์
1248007836,tele_waterlevel,แม่น้ำปิงที่ อ.เมืองตาก (P.2A)
1248018098,tele_waterlevel,วังวิเศษ
1248018147,tele_waterlevel,เมืองสุโขทัย
1248005294,tele_waterlevel,บ้านท่ารวก
1248007839,tele_waterlevel,แม่น้ำปิงที่ อ.คลองขลุง (P.15)
1248017637,tele_waterlevel,สะพานห้วยบังบาต
1247484589,tele_waterlevel,สะพานท่าข้าม
1247928712,tele_waterlevel,บ้านไฮ
1248017950,tele_waterlevel,ขาณุวรลักษบุรี
1248017542,tele_waterlevel,สะพานมิตรภาพแม่น้ำสายแห่งที่ 1
1247999054,tele_waterlevel,บ้านชมพู
1248017687,tele_waterlevel,คลองลาดพร้าว ปากคลอง2สายใต้
1248017718,tele_waterlevel,หลังสวน
1247911184,tele_waterlevel,บ้านดอนขนวน
1247963670,tele_waterlevel,บริเวณสะพานลันตู
1248014611,tele_waterlevel,บ้านบางศาลา
1248012646,tele_waterlevel,สะพานข้ามน้ำมูล
1248000068,tele_waterlevel,บ้านท่าบุญมี
1248017969,tele_waterlevel,สะพานคลองปากแตระ ชุมชนทะเลสาบสงขลา
1248017873,tele_waterlevel,แม่น้ำเข็ก (ว้งทอง)
1247991276,tele_waterlevel,บ้านเชียงดาว
1248017967,tele_waterlevel,สะพานคลองท่าชนะ ชุมชนบ้านหาดสมบูรณ์
1248017935,tele_waterlevel,หล่มสัก
1248018044,tele_waterlevel,คลองหอยโข่ง
1248017779,tele_waterlevel,สะพานอนุสรณ์ 100 ปีสิงห์หบุรี (สะพานหลวงพ่อแพ 89)
1248008916,tele_waterlevel,น้ำพอง บ้านผานกเค้า (E.29)
1247963680,tele_waterlevel,ถนนลูกเสือ
1248017778,tele_waterlevel,คลองช่องสะเดา
1248008589,tele_waterlevel,อ.วัดโบสถ์ (N.22A)
1247911186,tele_waterlevel,บ้านธวัชดินแดง
1248000069,tele_waterlevel,บ้านวังหมัน
1248011325,tele_waterlevel,ชุมชนสะพานขาว
1247999057,tele_waterlevel,บ้านแก่งบัวคำ
1247998343,tele_waterlevel,บ้านกลาง
1248007842,tele_waterlevel,แม่น้ำปิงที่ อ.บ้านตาก
1247911180,tele_waterlevel,บ้านท่าเม่า
1248017691,tele_waterlevel,พนมสารคาม
1248017878,tele_waterlevel,น้ำปาด
1247911193,tele_waterlevel,บ้านท่าห้วยหลัว
1247911183,tele_waterlevel,บ้านวังหิน
1248004558,tele_waterlevel,หน้าสำนักงานป่าไม้
1247993369,tele_waterlevel,บ้านวังขนาย
1248014589,tele_waterlevel,บ้านปะเหลียนใน
1248017483,tele_waterlevel,ฝายคลองท่าโลน
1247999033,tele_waterlevel,บ้านท่างาม
1248007231,tele_waterlevel,สะพานท่าสาป อ.เมือง จ.ยะลา
1247911190,tele_waterlevel,บ้านนาหลัก
1248014591,tele_waterlevel,บ้านท่าสาบ
1247999059,tele_waterlevel,ต.ตาลเดี่ยว
1247899581,tele_waterlevel,บ้านอาพาธ
1248017700,tele_waterlevel,เมืองมหาสารคาม
1248017799,tele_waterlevel,ตลาดเก่าตะกั่วป่า
1248017908,tele_waterlevel,ปตร.บ้านตับเต่า-เหนือน้ำ
1248000079,tele_waterlevel,บ้านแก้ง
1247999058,tele_waterlevel,ต.ในเมือง
1248018077,tele_waterlevel,ปตร กุฎิ (ทุ่งป่าโมก)
1247999048,tele_waterlevel,หน้าอำเภอโพทะเล
1248017782,tele_waterlevel,สะพานป่าโมก
1248017952,tele_waterlevel,เมืองกำแพงเพชร (P7A)
1248011341,tele_waterlevel,บ้านเชียงเพ็ง
1247998335,tele_waterlevel,สะพานวงแหวนรอบ 3
1248014583,tele_waterlevel,บ้านรมณีย์
1247963647,tele_waterlevel,บ้านท้า่ยนา
1248014613,tele_waterlevel,บ้านท่าแค
1248017903,tele_waterlevel,สะพานมิตรภาพท่าลาดปากบัง
1248017461,tele_waterlevel,สะพานบางไตประชาบริรักษ์
1248018040,tele_waterlevel,ศรีสงคราม
1247845697,tele_waterlevel,ปตร.บางแก้ว (ทุ่งผักไห่)
1247928867,tele_waterlevel,บ้านท่าล้อ
1247462832,tele_waterlevel,แม่น้ำชี บ้านหินกอง
1248017975,tele_waterlevel,สะพานคลองแม่กาหลง (ม.พะเยา)
1248017864,tele_waterlevel,พิบูลมังสาหาร
1248016075,tele_waterlevel,ลำเชิญ อ.ชุมแพ (ท้ายฝายโครงการชลประทานน้ำเชิญ)
1248017976,tele_waterlevel,โพธาราม
1248018149,tele_waterlevel,แม่ต้า
1248017477,tele_waterlevel,บ้านคลองวาย หมู่ที่ 7
1248017897,tele_waterlevel,ปตร.ธรณิศนฤมิต-ท้ายน้ำ
1248017884,tele_waterlevel,น้ำสา
1248014601,tele_waterlevel,บ้านนาป่า
1248017502,tele_waterlevel,สะพานน้ำแม่กลาง
1248014582,tele_waterlevel,บ้านเก็ตโฮ่
1247947643,tele_waterlevel,บ้านสันปู่เลย
1247999029,tele_waterlevel,บ้านคลองตาล
1244572036,tele_waterlevel,เมืองชุมพร
1245506299,tele_waterlevel,คลองวังเจ้า
1247998350,tele_waterlevel,บ้านแลง
1248008587,tele_waterlevel,บ้านผาจุก
1247999025,tele_waterlevel,บ้านแม่เชียงราย
1247479192,tele_waterlevel,บ้านซำฆ้อ
1248017466,tele_waterlevel,สะพานข้ามคลองวังเคียน
1248017485,tele_waterlevel,สะพานห้วยแม่ตาช้าง
1248014571,tele_waterlevel,บ้านปรีกี
1248004563,tele_waterlevel,บ้านโป่งปูเฟือง
1248017707,tele_waterlevel,เชียงดาว
1248018099,tele_waterlevel,รัษฎา
1248011327,tele_waterlevel,บ้านสตึก
1246673728,tele_waterlevel,ปะเหลียน
1248017906,tele_waterlevel,ปตร.บ้านนาบัว-เหนือน้ำ
1247999044,tele_waterlevel,บ้านย่านรี
1248011340,tele_waterlevel,บ้านวังชมภู
1248017506,tele_waterlevel,สะพานน้ำแม่งัด
1248018146,tele_waterlevel,เมืองแพร่
1248017458,tele_waterlevel,ลำน้ำสานบ้านทุ่งยาวเหนือ
1248018051,tele_waterlevel,ควนกาหลง
1248014579,tele_waterlevel,บ้านย่านตาขาว
1248017499,tele_waterlevel,สะพานน้ำชี
1247993365,tele_waterlevel,สะพานค่ายหลวง
1247998347,tele_waterlevel,บ้านสบแม่สะป๊วด
1248017480,tele_waterlevel,สะพานข้ามแม่น้ำลาว-บ้านป่าสัก
1247998345,tele_waterlevel,บ้านช่อแล
1248018148,tele_waterlevel,สะพานหนองจันทร์
1248014598,tele_waterlevel,บ้านป่าหมาก
1248014597,tele_waterlevel,บ้านควนกลาง (1)
1248017863,tele_waterlevel,เมืองศรีสะเกษ
1248017887,tele_waterlevel,ถ้ำพรรณรา
1248017703,tele_waterlevel,เขาวง
1247911181,tele_waterlevel,บ้านค่าย
1248017951,tele_waterlevel,เก้าเลี้ยว
1247998329,tele_waterlevel,บ้านเมืองกึ๊ด
1248018114,tele_waterlevel,คลองเขาระกำ
1248014617,tele_waterlevel,บ้านหาดใหญ่ใน
1248008915,tele_waterlevel,น้ำพอง อ.สีชมพู
1248004570,tele_waterlevel,สะพานท่าลี่
1248014593,tele_waterlevel,บ้านท่าข้าม
1247998348,tele_waterlevel,บ้านโป่ง
1248017974,tele_waterlevel,สะพานคลองแม่ต๋ำ
1248017958,tele_waterlevel,สะพานข้ามคลองบ้านท่าวัง
1247911177,tele_waterlevel,บ้านท่านางเลื่อน
1248017902,tele_waterlevel,ปตร. บ้านนาคู่-ท้ายน้ำ
1248017930,tele_waterlevel,สะพานข้ามคลองปากหมาก
1247998332,tele_waterlevel,บ้านป่าซาง
1248017940,tele_waterlevel,สะพานเตาปูน-ตาลเดี่ยว
1248012809,tele_waterlevel,คลองนาท่อม
1248014602,tele_waterlevel,บ้านท่าไม้ลาย
1248016553,tele_waterlevel,ลำโดมใหญ่ บ้านนาเยีย
1248017515,tele_waterlevel,สะพานบ้านตึก
1248017861,tele_waterlevel,ราษีไศล
1248014600,tele_waterlevel,บ้านกลาง
1248018106,tele_waterlevel,พระแสง
1248017934,tele_waterlevel,ปาย
1248014576,tele_waterlevel,บ้านปันจอร์
1248017932,tele_waterlevel,สะพานถนนสายเอเซีย 4265
1248008539,tele_waterlevel,แม่น้ำมูล อ.ราษีไศล (M.5)
1247999039,tele_waterlevel,ต.น้ำปาด
1248011322,tele_waterlevel,สำนักเทคโนโลยีชีวภัณฑ์สัตว์
1248014585,tele_waterlevel,บ้านซากอ
1248000086,tele_waterlevel,บ้านเขาวังไทร
1247999036,tele_waterlevel,บ้านฟากท่า
1248007227,tele_waterlevel,สะพานท้ายเขื่อนบางลาง อ.บันนังสตา จ.ยะลา
1248017538,tele_waterlevel,สะพานบ้านคีรีวง คลองท่าดี
1247947636,tele_waterlevel,บ้านสลวงนอก
1248014592,tele_waterlevel,บ้านย่านดินแดง
1248017737,tele_waterlevel,คลองผันน้ำยม-น่าน4
1248005293,tele_waterlevel,บ้านป่า
1248000080,tele_waterlevel,บ้านทุ่งแฝก
1247993370,tele_waterlevel,บ้านทุ่งนานางหรอก
1248007832,tele_waterlevel,แม่น้ำปิงที่ อ.ฮอด
1248006124,tele_waterlevel,ศาลเจ้าพ่อพญาอ้น
1247999041,tele_waterlevel,บ้านบ่อวัง
